"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"investigação";-0,0667036671035967;-1,51885503553191;0,680034070037456;0,392466810522325;0,27738727826361;0,673669203007371;-0,0358672648050958;-0,816704360127133;0,365661486476286;0,211033540305261;0,149154062963193;0,362239030393583;0,000454109094423087;0,193068402586044;0,0341259568553111;0,010789962438462;0,0048286087282519;0,0269500770381962;5,67945436238797e-06;0,00294469178039865;0,000590294227948143;0,000196613378187299;9,82155542718777e-05;0,000579296068606216;0,00127645995106904;1,4687332114032;0,00275355036223222
"honra";-1,56655065298763;-0,906325858185337;1,31748399012403;-0,00915247992289131;-1,39902491301753;-0,710143345216176;-0,573058549156337;-0,331542283911495;0,481947687090296;-0,00334806082126476;-0,511776102073941;-0,259776927306176;0,346933298007337;0,0952233851283103;0,17742324123563;8,12807968306892e-06;0,170135975228547;0,0414815511802971;0,00365462538849734;0,00122327112615843;0,00258490553124816;1,24747414354324e-07;0,00291477394973;0,000751010529791246;0,00148920327624721;1,2479430147242;0,00231922824720614
"conceder";-2,95936943042034;1,36445142874536;-3,10079384369934;-1,27057437714516;0,707046028034919;-0,0175475237476902;-0,625992565275819;0,288621096539895;-0,655907935202641;-0,26876337423336;0,149560765313032;-0,00371181079730715;0,39106173440744;0,0681680530075726;0,310424118795088;0,0494766656057521;0,0137255730927615;7,99989851023521e-06;0,0204949562137582;0,00435677155950597;0,0225006163328074;0,00377788569863548;0,00116988723398777;7,20576850639987e-07;0,0023401765769599;2,22049514059663;0,0115384715165506
"dois";0,0214861398449572;-0,112393924956258;-0,416926153256226;-0,148884808466094;0,0665950548080347;-0,301357004420253;0,0389474944298937;-0,203734211811674;-0,755753669518958;-0,26988050390959;0,120715519163073;-0,546263793113213;0,000130309734769299;0,00292390672243304;0,0354765237148929;0,0042945149598363;0,000769718958896426;0,0149151796745739;1,4732077612075e-06;4,03118637391968e-05;0,000554709341354221;7,07372179299607e-05;1,41524348203972e-05;0,000289807608062381;0,00319114987767259;0,883167893541551;0,00248905072284636
"acusar";1,28616201563006;-0,225814196717105;-0,0624978310114774;0,531836454529606;0,076289554261723;-1,13431592117876;0,70968254200187;-0,124600471168322;-0,0344852507248869;0,29345839979183;0,0420952913697474;-0,625896424083852;0,0953161897305226;0,0024093260278428;0,000162730110911535;0,0111862572245017;0,000206202357824487;0,0431369280809607;0,00175961358413955;5,42410929039371e-05;4,15485467624635e-06;0,000300872262915245;6,19093297463289e-06;0,00136865504631382;0,00106371662589086;1,95472491091755;0,00406440748575856
"grave";0,99329740404719;0,0704109557721349;-0,602236808127704;1,23624751106163;0,940712561118832;-0,274422189138742;0,506702475554022;0,0359181504456751;-0,307214012947891;0,630636576417211;0,479877810574677;-0,139988690212009;0,0216239865710155;8,90995303661923e-05;0,00574744029727843;0,0229901235209382;0,0119255716479664;0,000960332121159314;0,00115445559639993;5,80094985854706e-06;0,000424378353760483;0,00178825518505124;0,00103545807351497;8,81164681213376e-05;0,00117008828847995;3,16945597599086;0,0117540647825961
"trabalhador";0,916218101209663;1,19755592962087;0,267047681495154;-0,389708265208407;1,95611987395199;2,11786644279656;0,278686049454739;0,364260573532115;0,0812278902519753;-0,118537558609026;0,594992959876956;0,64419141188815;0,0183211649547779;0,0256663867644879;0,00112537091959957;0,0022750338619984;0,0513492894383435;0,0569584722592948;0,00223235721993469;0,00381379694864936;0,000189645953068655;0,000403873343186219;0,0101755264367353;0,0119278754109237;0,00265929156472716;3,17611069331357;0,0268260800345197
"feira";1,67074885598843;1,45112258781029;0,840116168169087;-1,21810428633259;0,723283350967173;2,24769803604207;0,469526086450165;0,407805103185848;0,236095601795625;-0,342320592589333;0,203262387376149;0,631664572806304;0,226765216423357;0,140274933743094;0,0414567731331886;0,08273253255425;0,0261311900345396;0,238800851192497;0,00326618648416692;0,00246392132894219;0,000825842669525605;0,00173615132179556;0,000612118589899939;0,00591145740596755;0,00117008828847995;1,646251781056;0,00317110883873317
"anunciar";1,59969742643388;0,858594899962623;0,803202701059632;-1,18736897086514;-0,443032460462453;1,37817074965308;0,586208556048644;0,314631797376728;0,294333345682854;-0,435110939360246;-0,162349088420632;0,50503018370393;0,374214004223827;0,0883972442960275;0,0682114654027501;0,141504097843931;0,0176483292240807;0,161605539928283;0,00353871015102749;0,00101940300278095;0,000892112490890686;0,00194957833726766;0,000271419093001212;0,00262648760744509;0,00138283161365812;1,22701856259524;0,002081956088543
"criminoso";0,467604692153222;-0,670867519845489;0,0746519475283983;0,0535953902530878;0,624496863425013;0,25478043419554;0,439482721818695;-0,630521225618589;0,0701623436192904;0,0503721377920734;0,586939322703226;0,239457816752862;0,0741210236501863;0,125105093936705;0,00136593076639275;0,000668331367694657;0,0812891099255578;0,0128032928375466;0,000465172105358386;0,000957479479169529;1,18560009994314e-05;6,11097937747214e-06;0,000829691165679565;0,000138098222846225;0,00212743325178173;0,805900566307408;0,00138171624885566
