%%MatrixMarket matrix coordinate integer general
875 1051 9006
14 1 1
21 1 1
22 1 1
32 1 1
44 1 1
48 1 1
69 1 1
72 1 1
74 1 1
79 1 1
83 1 1
90 1 1
107 1 1
111 1 1
118 1 1
120 1 1
142 1 1
166 1 1
167 1 1
171 1 1
190 1 1
194 1 1
195 1 1
216 1 1
217 1 1
219 1 1
220 1 1
231 1 1
232 1 1
243 1 1
247 1 1
257 1 1
284 1 1
285 1 1
291 1 1
293 1 1
294 1 1
296 1 1
297 1 1
298 1 1
305 1 1
340 1 1
354 1 1
355 1 1
368 1 1
378 1 1
383 1 1
384 1 1
387 1 1
388 1 1
409 1 1
411 1 1
413 1 1
415 1 1
416 1 1
424 1 1
429 1 1
438 1 1
439 1 1
441 1 1
457 1 1
464 1 1
468 1 1
470 1 1
482 1 1
483 1 1
500 1 1
509 1 1
510 1 1
512 1 1
515 1 1
516 1 1
518 1 1
523 1 1
542 1 1
543 1 1
548 1 1
561 1 1
565 1 1
566 1 1
567 1 1
569 1 1
582 1 1
583 1 1
586 1 1
589 1 1
590 1 1
592 1 1
595 1 1
597 1 1
611 1 1
612 1 1
615 1 1
618 1 1
622 1 1
626 1 1
627 1 1
633 1 1
634 1 1
642 1 1
643 1 1
644 1 1
645 1 1
659 1 1
663 1 1
668 1 1
670 1 1
671 1 1
677 1 1
686 1 1
696 1 1
699 1 1
700 1 1
723 1 1
729 1 1
730 1 1
735 1 1
737 1 1
744 1 1
754 1 1
756 1 1
773 1 1
778 1 1
787 1 1
811 1 1
812 1 1
813 1 1
822 1 1
838 1 1
853 1 1
859 1 1
863 1 1
10 2 1
18 2 1
20 2 1
22 2 1
42 2 1
44 2 1
48 2 1
54 2 1
58 2 1
60 2 1
67 2 1
71 2 1
88 2 1
118 2 1
140 2 1
141 2 1
144 2 1
153 2 1
155 2 1
156 2 1
165 2 1
167 2 1
168 2 1
188 2 1
191 2 1
192 2 1
210 2 1
216 2 1
224 2 1
239 2 1
240 2 1
251 2 1
264 2 1
292 2 1
335 2 1
336 2 1
356 2 1
366 2 1
390 2 1
396 2 1
402 2 1
412 2 1
420 2 1
422 2 1
433 2 1
460 2 1
461 2 1
462 2 1
471 2 1
539 2 1
546 2 1
552 2 1
555 2 1
556 2 1
557 2 1
570 2 1
597 2 1
612 2 1
614 2 1
615 2 1
616 2 1
724 2 1
748 2 1
749 2 1
750 2 1
752 2 1
762 2 1
763 2 1
770 2 1
799 2 1
808 2 1
12 3 1
14 3 1
29 3 1
44 3 1
82 3 1
83 3 1
123 3 1
124 3 1
166 3 1
182 3 1
202 3 1
216 3 1
220 3 1
224 3 1
231 3 1
256 3 1
279 3 1
281 3 1
284 3 1
294 3 1
295 3 1
323 3 1
365 3 1
367 3 1
368 3 1
369 3 1
376 3 1
377 3 1
378 3 1
382 3 1
392 3 1
394 3 1
411 3 1
420 3 1
436 3 1
477 3 1
479 3 1
480 3 1
484 3 1
504 3 1
508 3 1
509 3 1
563 3 1
565 3 1
566 3 1
577 3 1
584 3 1
586 3 1
588 3 1
613 3 1
616 3 1
654 3 1
655 3 1
663 3 1
671 3 1
677 3 1
685 3 1
686 3 1
689 3 1
699 3 1
706 3 1
710 3 1
729 3 1
732 3 1
759 3 1
765 3 1
769 3 1
770 3 1
774 3 1
775 3 1
810 3 1
811 3 1
813 3 1
856 3 1
865 3 1
9 4 1
10 4 1
12 4 1
13 4 1
29 4 1
44 4 1
48 4 1
59 4 1
78 4 1
96 4 1
107 4 1
109 4 1
111 4 1
112 4 1
120 4 1
143 4 1
145 4 1
149 4 1
160 4 1
179 4 1
191 4 1
192 4 1
194 4 1
201 4 1
212 4 1
213 4 1
215 4 1
217 4 1
219 4 1
239 4 1
264 4 1
279 4 1
281 4 1
293 4 1
303 4 1
319 4 1
320 4 1
335 4 1
350 4 1
354 4 1
370 4 1
377 4 1
432 4 1
460 4 1
465 4 1
469 4 1
479 4 1
489 4 1
491 4 1
508 4 1
586 4 1
591 4 1
654 4 1
657 4 1
662 4 1
667 4 1
686 4 1
687 4 1
688 4 1
690 4 1
691 4 1
696 4 1
699 4 1
700 4 1
702 4 1
713 4 1
724 4 1
748 4 1
750 4 1
751 4 1
755 4 1
765 4 1
814 4 1
816 4 1
59 5 1
69 5 1
93 5 1
95 5 1
96 5 1
136 5 1
223 5 1
234 5 1
236 5 1
238 5 1
284 5 1
344 5 1
361 5 1
366 5 1
367 5 1
378 5 1
382 5 1
393 5 1
397 5 1
430 5 1
439 5 1
551 5 1
566 5 1
567 5 1
580 5 1
654 5 1
655 5 1
656 5 1
657 5 1
658 5 1
659 5 1
693 5 1
698 5 1
701 5 1
762 5 1
774 5 1
781 5 1
794 5 1
796 5 1
797 5 1
804 5 1
806 5 1
808 5 1
810 5 1
811 5 1
816 5 1
818 5 1
834 5 1
836 5 1
838 5 1
856 5 1
9 6 1
13 6 1
14 6 1
29 6 1
30 6 1
32 6 1
33 6 1
36 6 1
44 6 1
45 6 1
52 6 1
104 6 1
112 6 1
138 6 1
143 6 1
144 6 1
147 6 1
176 6 1
196 6 1
197 6 1
205 6 1
209 6 1
244 6 1
249 6 1
250 6 1
252 6 1
253 6 1
254 6 1
255 6 1
257 6 1
266 6 1
267 6 1
320 6 1
388 6 1
389 6 1
406 6 1
539 6 1
540 6 1
541 6 1
542 6 1
543 6 1
544 6 1
545 6 1
548 6 1
554 6 1
574 6 1
594 6 1
603 6 1
627 6 1
703 6 1
713 6 1
724 6 1
729 6 1
37 7 1
44 7 1
63 7 1
69 7 1
85 7 1
96 7 1
162 7 1
168 7 1
170 7 1
171 7 1
172 7 1
176 7 1
179 7 1
217 7 1
218 7 1
219 7 1
241 7 1
252 7 1
289 7 1
302 7 1
303 7 1
306 7 1
364 7 1
367 7 1
369 7 1
438 7 1
439 7 1
463 7 1
488 7 1
510 7 1
518 7 1
525 7 1
527 7 1
540 7 1
543 7 1
577 7 1
580 7 1
584 7 1
586 7 1
590 7 1
597 7 1
604 7 1
605 7 1
612 7 1
621 7 1
622 7 1
628 7 1
652 7 1
715 7 1
717 7 1
718 7 1
737 7 1
738 7 1
748 7 1
755 7 1
757 7 1
765 7 1
849 7 1
856 7 1
28 8 1
40 8 1
116 8 1
123 8 1
163 8 1
223 8 1
226 8 1
242 8 1
248 8 1
263 8 1
264 8 1
265 8 1
274 8 1
288 8 1
316 8 1
328 8 1
330 8 1
331 8 1
353 8 1
375 8 1
377 8 1
385 8 1
400 8 1
408 8 1
419 8 1
447 8 1
453 8 1
469 8 1
475 8 1
487 8 1
499 8 1
521 8 1
528 8 1
529 8 1
537 8 1
550 8 1
560 8 1
585 8 1
600 8 1
608 8 1
618 8 1
619 8 1
625 8 1
640 8 1
649 8 1
650 8 1
654 8 1
667 8 1
675 8 1
681 8 1
683 8 1
694 8 1
704 8 1
709 8 1
722 8 1
746 8 1
758 8 1
761 8 1
766 8 1
786 8 1
787 8 1
791 8 1
795 8 1
805 8 1
813 8 1
815 8 1
817 8 1
860 8 1
44 9 1
45 9 1
51 9 1
95 9 1
133 9 1
134 9 1
147 9 1
148 9 1
174 9 1
191 9 1
192 9 1
196 9 1
225 9 1
235 9 1
236 9 1
252 9 1
256 9 1
287 9 1
323 9 1
325 9 1
345 9 1
349 9 1
350 9 1
369 9 1
389 9 1
392 9 1
413 9 1
416 9 1
434 9 1
463 9 1
479 9 1
492 9 1
493 9 1
504 9 1
557 9 1
584 9 1
605 9 1
607 9 1
610 9 1
672 9 1
699 9 1
702 9 1
703 9 1
712 9 1
713 9 1
714 9 1
716 9 1
718 9 1
724 9 1
728 9 1
757 9 1
765 9 1
827 9 1
841 9 1
850 9 1
856 9 1
10 10 1
32 10 1
37 10 1
38 10 1
43 10 1
49 10 1
52 10 1
53 10 1
56 10 1
141 10 1
234 10 1
237 10 1
253 10 1
266 10 1
267 10 1
269 10 1
319 10 1
322 10 1
323 10 1
325 10 1
335 10 1
