"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,564187716163094;34,5720385501354;34,5720385501354
"facteur 2";0,44891590756338;27,5084650328752;62,0805035830106
"facteur 3";0,342478818594326;20,9862614513662;83,0667650343767
"facteur 4";0,27633670339265;16,9332349656233;100
