"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"257";0;0;0;0;0;0;0;3;3
"258";0;0;0;0;0;0;0;3;3
"259";0;0;0;0;0;0;0;3;3
"260";0;0;0;0;0;0;4;4;4
"261";0;0;0;0;0;0;0;0;0
"262";0;0;0;0;0;0;0;0;0
"263";5;5;5;5;5;5;5;5;5
"264";5;5;5;5;5;5;5;5;5
"265";5;5;5;5;5;5;5;5;5
"266";0;0;0;0;0;0;0;2;2
"267";0;0;0;0;0;0;0;2;2
"268";0;0;0;0;0;0;0;3;3
"269";0;0;0;0;0;0;0;2;2
"270";0;0;0;0;0;0;0;2;2
"271";0;0;0;0;0;0;0;3;3
"272";0;0;0;0;0;0;0;2;2
"273";5;5;5;5;5;5;5;5;5
"274";5;5;5;5;5;5;5;5;5
"275";0;0;0;0;0;0;0;0;1
"276";0;0;0;0;0;0;0;0;1
"277";0;0;0;0;0;0;0;0;1
"278";5;5;5;5;5;5;5;5;5
"279";0;0;0;0;0;0;4;4;4
"280";0;0;0;0;0;0;4;4;4
"281";0;0;0;0;0;0;0;3;3
"282";0;0;0;0;0;0;0;3;3
"283";0;0;0;0;0;0;0;3;3
"284";0;0;0;0;0;0;4;4;4
"285";0;0;0;0;0;0;0;0;0
"286";0;0;0;0;0;0;0;0;0
"287";5;5;5;5;5;5;5;5;5
"288";5;5;5;5;5;5;5;5;5
"289";0;0;0;0;0;0;0;0;1
"290";0;0;0;0;0;0;0;0;1
"291";0;0;0;0;0;0;0;0;1
"292";0;0;0;0;0;0;0;2;2
"293";0;0;0;0;0;0;0;0;1
"294";0;0;0;0;0;0;0;0;1
"295";0;0;0;0;0;0;0;0;1
"296";0;0;0;0;0;0;0;2;2
"297";0;0;0;0;0;0;0;0;1
"298";0;0;0;0;0;0;0;0;1
"299";5;5;5;5;5;5;5;5;5
"300";5;5;5;5;5;5;5;5;5
"301";0;0;0;0;0;0;0;3;3
"302";0;0;0;0;0;0;0;3;3
"303";0;0;0;0;0;0;0;2;2
"304";0;0;0;0;0;0;0;2;2
"305";0;0;0;0;0;0;4;4;4
"306";0;0;0;0;0;0;0;2;2
"307";0;0;0;0;0;0;0;3;3
"308";0;0;0;0;0;0;0;3;3
"309";0;0;0;0;0;0;0;3;3
"310";0;0;0;0;0;0;0;2;2
"311";0;0;0;0;0;0;0;2;2
"312";0;0;0;0;0;0;4;4;4
"313";0;0;0;0;0;0;0;0;0
"314";0;0;0;0;0;0;0;0;0
"315";5;5;5;5;5;5;5;5;5
"316";5;5;5;5;5;5;5;5;5
"317";5;5;5;5;5;5;5;5;5
"318";0;0;0;0;0;0;4;4;4
"319";0;0;0;0;0;0;0;3;3
"320";0;0;0;0;0;0;0;3;3
"321";0;0;0;0;0;0;0;3;3
"322";0;0;0;0;0;0;0;3;3
"323";0;0;0;0;0;0;0;3;3
"324";0;0;0;0;0;0;0;3;3
"325";0;0;0;0;0;0;0;3;3
"326";0;0;0;0;0;0;4;4;4
"327";5;5;5;5;5;5;5;5;5
"328";5;5;5;5;5;5;5;5;5
"329";0;0;0;0;0;0;4;4;4
"330";5;5;5;5;5;5;5;5;5
"331";5;5;5;5;5;5;5;5;5
"332";0;0;0;0;0;0;0;3;3
"333";0;0;0;0;0;0;0;3;3
"334";0;0;0;0;0;0;0;0;1
"335";0;0;0;0;0;0;0;2;2
"336";0;0;0;0;0;0;0;3;3
"337";0;0;0;0;0;0;0;2;2
"338";0;0;0;0;0;0;0;2;2
"339";0;0;0;0;0;0;0;3;3
"340";0;0;0;0;0;0;0;0;0
"341";0;0;0;0;0;0;0;2;2
"342";5;5;5;5;5;5;5;5;5
"343";0;0;0;0;0;0;0;2;2
"344";0;0;0;0;0;0;0;3;3
"345";0;0;0;0;0;0;0;3;3
"346";0;0;0;0;0;0;0;3;3
"347";0;0;0;0;0;0;0;3;3
"348";0;0;0;0;0;0;0;3;3
"349";0;0;0;0;0;0;0;3;3
"350";0;0;0;0;0;0;0;3;3
"351";0;0;0;0;0;0;0;2;2
"352";5;5;5;5;5;5;5;5;5
"353";5;5;5;5;5;5;5;5;5
"354";0;0;0;0;0;0;4;4;4
"355";0;0;0;0;0;0;0;2;2
"356";0;0;0;0;0;0;0;2;2
"357";0;0;0;0;0;0;0;2;2
"358";0;0;0;0;0;0;0;0;0
"359";0;0;0;0;0;0;0;0;0
"360";5;5;5;5;5;5;5;5;5
"361";0;0;0;0;0;0;0;3;3
"362";0;0;0;0;0;0;0;3;3
"363";0;0;0;0;0;0;0;2;2
"364";0;0;0;0;0;0;0;3;3
"365";0;0;0;0;0;0;0;3;3
"366";0;0;0;0;0;0;0;3;3
"367";0;0;0;0;0;0;0;3;3
"368";0;0;0;0;0;0;0;3;3
"369";0;0;0;0;0;0;0;3;3
"370";0;0;0;0;0;0;0;3;3
"371";0;0;0;0;0;0;0;0;0
"372";5;5;5;5;5;5;5;5;5
"373";0;0;0;0;0;0;0;3;3
"374";5;5;5;5;5;5;5;5;5
"375";5;5;5;5;5;5;5;5;5
"376";0;0;0;0;0;0;0;0;1
"377";0;0;0;0;0;0;0;0;1
"378";0;0;0;0;0;0;0;0;1
"379";0;0;0;0;0;0;0;0;1
"380";0;0;0;0;0;0;0;0;1
"381";0;0;0;0;0;0;0;0;1
"382";0;0;0;0;0;0;0;0;1
"383";0;0;0;0;0;0;0;0;1
"384";0;0;0;0;0;0;0;0;1
"385";5;5;5;5;5;5;5;5;5
"386";5;5;5;5;5;5;5;5;5
"387";0;0;0;0;0;0;4;4;4
"388";0;0;0;0;0;0;0;3;3
"389";0;0;0;0;0;0;0;3;3
"390";0;0;0;0;0;0;0;3;3
"391";0;0;0;0;0;0;0;2;2
"392";0;0;0;0;0;0;0;3;3
"393";0;0;0;0;0;0;0;0;1
"394";0;0;0;0;0;0;0;0;1
"395";0;0;0;0;0;0;0;0;1
"396";0;0;0;0;0;0;0;0;1
"397";0;0;0;0;0;0;0;0;1
"398";0;0;0;0;0;0;0;2;2
"399";0;0;0;0;0;0;0;2;2
"400";5;5;5;5;5;5;5;5;5
"401";0;0;0;0;0;0;0;0;0
"402";0;0;0;0;0;0;4;4;4
"403";0;0;0;0;0;0;4;4;4
"404";0;0;0;0;0;0;4;4;4
"405";0;0;0;0;0;0;4;4;4
"406";0;0;0;0;0;0;4;4;4
"407";0;0;0;0;0;0;0;2;2
"408";5;5;5;5;5;5;5;5;5
"409";0;0;0;0;0;0;0;0;1
"410";0;0;0;0;0;0;0;0;1
"411";0;0;0;0;0;0;0;0;1
"412";0;0;0;0;0;0;0;0;1
"413";0;0;0;0;0;0;0;0;1
"414";0;0;0;0;0;0;0;0;1
"415";0;0;0;0;0;0;0;0;1
"416";0;0;0;0;0;0;0;0;1
"417";0;0;0;0;0;0;0;2;2
"418";5;5;5;5;5;5;5;5;5
"419";5;5;5;5;5;5;5;5;5
"420";0;0;0;0;0;0;0;3;3
"421";0;0;0;0;0;0;0;0;1
"422";0;0;0;0;0;0;0;2;2
"423";0;0;0;0;0;0;0;3;3
"424";0;0;0;0;0;0;0;0;1
"425";0;0;0;0;0;0;0;0;0
"426";0;0;0;0;0;0;0;0;0
"427";5;5;5;5;5;5;5;5;5
"428";5;5;5;5;5;5;5;5;5
"429";0;0;0;0;0;0;0;0;1
"430";0;0;0;0;0;0;0;0;1
"431";5;5;5;5;5;5;5;5;5
"432";0;0;0;0;0;0;0;2;2
"433";0;0;0;0;0;0;0;2;2
"434";0;0;0;0;0;0;0;3;3
"435";0;0;0;0;0;0;0;2;2
"436";0;0;0;0;0;0;0;3;3
"437";0;0;0;0;0;0;0;3;3
"438";0;0;0;0;0;0;4;4;4
"439";0;0;0;0;0;0;0;3;3
"440";5;5;5;5;5;5;5;5;5
"441";0;0;0;0;0;0;4;4;4
"442";0;0;0;0;0;0;4;4;4
"443";0;0;0;0;0;0;4;4;4
"444";0;0;0;0;0;0;4;4;4
"445";5;5;5;5;5;5;5;5;5
"446";5;5;5;5;5;5;5;5;5
"447";5;5;5;5;5;5;5;5;5
"448";0;0;0;0;0;0;0;0;0
"449";0;0;0;0;0;0;4;4;4
"450";0;0;0;0;0;0;4;4;4
"451";0;0;0;0;0;0;4;4;4
"452";0;0;0;0;0;0;0;3;3
"453";5;5;5;5;5;5;5;5;5
"454";5;5;5;5;5;5;5;5;5
"455";0;0;0;0;0;0;4;4;4
"456";0;0;0;0;0;0;0;2;2
"457";0;0;0;0;0;0;0;3;3
"458";0;0;0;0;0;0;0;0;0
"459";5;5;5;5;5;5;5;5;5
"460";0;0;0;0;0;0;0;3;3
"461";0;0;0;0;0;0;0;3;3
"462";0;0;0;0;0;0;0;3;3
"463";0;0;0;0;0;0;0;3;3
"464";0;0;0;0;0;0;0;3;3
"465";0;0;0;0;0;0;0;3;3
"466";0;0;0;0;0;0;0;0;0
"467";0;0;0;0;0;0;0;0;0
"468";5;5;5;5;5;5;5;5;5
"469";5;5;5;5;5;5;5;5;5
"470";0;0;0;0;0;0;4;4;4
"471";0;0;0;0;0;0;0;2;2
"472";0;0;0;0;0;0;0;3;3
"473";0;0;0;0;0;0;0;3;3
"474";0;0;0;0;0;0;0;0;0
"475";5;5;5;5;5;5;5;5;5
"476";0;0;0;0;0;0;0;0;1
"477";0;0;0;0;0;0;0;0;1
"478";0;0;0;0;0;0;0;0;1
"479";0;0;0;0;0;0;0;3;3
"480";0;0;0;0;0;0;0;0;1
"481";0;0;0;0;0;0;0;0;1
"482";0;0;0;0;0;0;0;0;1
"483";0;0;0;0;0;0;0;3;3
"484";0;0;0;0;0;0;0;0;1
"485";0;0;0;0;0;0;0;0;1
"486";5;5;5;5;5;5;5;5;5
"487";5;5;5;5;5;5;5;5;5
"488";0;0;0;0;0;0;0;3;3
"489";0;0;0;0;0;0;0;2;2
"490";0;0;0;0;0;0;0;3;3
"491";0;0;0;0;0;0;0;3;3
"492";0;0;0;0;0;0;4;4;4
"493";0;0;0;0;0;0;0;2;2
"494";0;0;0;0;0;0;0;2;2
"495";0;0;0;0;0;0;0;2;2
"496";0;0;0;0;0;0;0;0;0
"497";0;0;0;0;0;0;0;0;0
"498";5;5;5;5;5;5;5;5;5
"499";5;5;5;5;5;5;5;5;5
"500";0;0;0;0;0;0;0;0;1
"501";0;0;0;0;0;0;0;0;1
"502";0;0;0;0;0;0;0;0;1
"503";0;0;0;0;0;0;0;2;2
"504";0;0;0;0;0;0;0;0;1
"505";0;0;0;0;0;0;0;0;0
"506";0;0;0;0;0;0;0;0;0
"507";0;0;0;0;0;0;4;4;4
"508";0;0;0;0;0;0;0;3;3
"509";0;0;0;0;0;0;0;3;3
"510";0;0;0;0;0;0;0;3;3
"511";5;5;5;5;5;5;5;5;5
"512";0;0;0;0;0;0;0;2;2
"513";0;0;0;0;0;0;0;0;1
"514";0;0;0;0;0;0;4;4;4
"515";0;0;0;0;0;0;0;2;2
"516";0;0;0;0;0;0;0;2;2
"517";0;0;0;0;0;0;0;3;3
"518";0;0;0;0;0;0;0;2;2
"519";0;0;0;0;0;0;0;0;0
"520";0;0;0;0;0;0;0;0;0
"521";5;5;5;5;5;5;5;5;5
"522";0;0;0;0;0;0;0;0;0
"523";0;0;0;0;0;0;0;3;3
"524";0;0;0;0;0;0;0;2;2
"525";0;0;0;0;0;0;0;2;2
"526";0;0;0;0;0;0;0;2;2
"527";0;0;0;0;0;0;4;4;4
"528";5;5;5;5;5;5;5;5;5
"529";5;5;5;5;5;5;5;5;5
"530";0;0;0;0;0;0;0;0;0
"531";0;0;0;0;0;0;4;4;4
"532";0;0;0;0;0;0;4;4;4
"533";0;0;0;0;0;0;0;0;0
"534";0;0;0;0;0;0;4;4;4
"535";0;0;0;0;0;0;4;4;4
"536";0;0;0;0;0;0;0;3;3
"537";5;5;5;5;5;5;5;5;5
"538";0;0;0;0;0;0;4;4;4
"539";0;0;0;0;0;0;0;3;3
"540";0;0;0;0;0;0;0;3;3
"541";0;0;0;0;0;0;0;3;3
"542";0;0;0;0;0;0;0;2;2
"543";0;0;0;0;0;0;0;3;3
"544";0;0;0;0;0;0;0;3;3
"545";0;0;0;0;0;0;4;4;4
"546";0;0;0;0;0;0;0;3;3
"547";0;0;0;0;0;0;4;4;4
"548";0;0;0;0;0;0;4;4;4
"549";5;5;5;5;5;5;5;5;5
"550";5;5;5;5;5;5;5;5;5
"551";0;0;0;0;0;0;0;3;3
"552";0;0;0;0;0;0;0;3;3
"553";0;0;0;0;0;0;0;3;3
"554";0;0;0;0;0;0;0;3;3
"555";0;0;0;0;0;0;0;2;2
"556";0;0;0;0;0;0;0;3;3
"557";0;0;0;0;0;0;0;3;3
"558";0;0;0;0;0;0;0;0;0
"559";5;5;5;5;5;5;5;5;5
"560";5;5;5;5;5;5;5;5;5
"561";0;0;0;0;0;0;0;3;3
"562";0;0;0;0;0;0;4;4;4
"563";0;0;0;0;0;0;4;4;4
"564";0;0;0;0;0;0;4;4;4
"565";0;0;0;0;0;0;4;4;4
"566";0;0;0;0;0;0;4;4;4
"567";0;0;0;0;0;0;0;0;1
"568";5;5;5;5;5;5;5;5;5
"569";0;0;0;0;0;0;0;3;3
"570";0;0;0;0;0;0;0;3;3
"571";0;0;0;0;0;0;0;3;3
"572";0;0;0;0;0;0;0;3;3
"573";0;0;0;0;0;0;0;3;3
"574";0;0;0;0;0;0;0;3;3
"575";0;0;0;0;0;0;0;3;3
"576";5;5;5;5;5;5;5;5;5
"577";0;0;0;0;0;0;0;0;1
"578";5;5;5;5;5;5;5;5;5
"579";0;0;0;0;0;0;0;0;1
"580";0;0;0;0;0;0;0;0;1
"581";0;0;0;0;0;0;0;0;0
"582";0;0;0;0;0;0;0;0;1
"583";0;0;0;0;0;0;4;4;4
"584";0;0;0;0;0;0;4;4;4
"585";5;5;5;5;5;5;5;5;5
"586";0;0;0;0;0;0;0;2;2
"587";0;0;0;0;0;0;0;2;2
"588";0;0;0;0;0;0;0;2;2
"589";0;0;0;0;0;0;0;2;2
"590";0;0;0;0;0;0;0;2;2
"591";0;0;0;0;0;0;0;0;0
"592";5;5;5;5;5;5;5;5;5
"593";5;5;5;5;5;5;5;5;5
"594";0;0;0;0;0;0;0;3;3
"595";0;0;0;0;0;0;0;3;3
"596";5;5;5;5;5;5;5;5;5
"597";0;0;0;0;0;0;0;3;3
"598";0;0;0;0;0;0;4;4;4
"599";0;0;0;0;0;0;0;0;1
"600";5;5;5;5;5;5;5;5;5
"601";5;5;5;5;5;5;5;5;5
"602";0;0;0;0;0;0;4;4;4
"603";0;0;0;0;0;0;4;4;4
"604";0;0;0;0;0;0;0;3;3
"605";0;0;0;0;0;0;4;4;4
"606";0;0;0;0;0;0;4;4;4
"607";0;0;0;0;0;0;4;4;4
"608";5;5;5;5;5;5;5;5;5
"609";0;0;0;0;0;0;0;2;2
"610";0;0;0;0;0;0;0;2;2
"611";0;0;0;0;0;0;0;2;2
"612";0;0;0;0;0;0;0;3;3
"613";0;0;0;0;0;0;0;3;3
"614";0;0;0;0;0;0;0;3;3
"615";0;0;0;0;0;0;0;3;3
"616";0;0;0;0;0;0;0;3;3
"617";0;0;0;0;0;0;0;0;0
"618";5;5;5;5;5;5;5;5;5
"619";5;5;5;5;5;5;5;5;5
"620";0;0;0;0;0;0;4;4;4
"621";0;0;0;0;0;0;4;4;4
"622";0;0;0;0;0;0;4;4;4
"623";0;0;0;0;0;0;4;4;4
"624";0;0;0;0;0;0;0;0;0
"625";5;5;5;5;5;5;5;5;5
"626";0;0;0;0;0;0;4;4;4
"627";0;0;0;0;0;0;4;4;4
"628";0;0;0;0;0;0;4;4;4
"629";0;0;0;0;0;0;4;4;4
"630";0;0;0;0;0;0;0;0;0
"631";0;0;0;0;0;0;4;4;4
"632";5;5;5;5;5;5;5;5;5
"633";0;0;0;0;0;0;0;0;1
"634";0;0;0;0;0;0;0;3;3
"635";0;0;0;0;0;0;4;4;4
"636";0;0;0;0;0;0;0;0;1
"637";0;0;0;0;0;0;0;2;2
"638";0;0;0;0;0;0;0;0;1
"639";0;0;0;0;0;0;4;4;4
"640";5;5;5;5;5;5;5;5;5
"641";5;5;5;5;5;5;5;5;5
"642";0;0;0;0;0;0;4;4;4
"643";0;0;0;0;0;0;4;4;4
"644";0;0;0;0;0;0;4;4;4
"645";0;0;0;0;0;0;4;4;4
"646";0;0;0;0;0;0;0;0;0
"647";0;0;0;0;0;0;4;4;4
"648";5;5;5;5;5;5;5;5;5
"649";5;5;5;5;5;5;5;5;5
"650";5;5;5;5;5;5;5;5;5
"651";0;0;0;0;0;0;4;4;4
"652";0;0;0;0;0;0;0;0;1
"653";0;0;0;0;0;0;0;0;1
"654";0;0;0;0;0;0;0;0;1
"655";0;0;0;0;0;0;0;0;1
"656";0;0;0;0;0;0;0;0;1
"657";0;0;0;0;0;0;0;0;1
"658";0;0;0;0;0;0;0;0;1
"659";0;0;0;0;0;0;0;3;3
"660";0;0;0;0;0;0;0;0;1
"661";5;5;5;5;5;5;5;5;5
