*partido_MDB;4;11;13;8;0
*deputado_DUARTE_JR;1;0;5;1;0
*dec_text210;0;2;0;0;0
*deputado_CLARISSA_TÉRCIO;0;0;7;2;0
*dec_text350;0;1;1;0;0
*uf_RJ;23;18;12;12;2
*uf_RN;5;0;13;1;0
*uf_RO;7;0;3;1;0
*uf_RR;0;1;5;0;0
*uf_RS;12;7;24;48;56
*deputado_PAULÃO;1;2;1;0;0
*deputado_ABILIO_BRUNINI;2;0;0;0;0
*deputado_MARCELO_ÁLVARO_ANTÔNIO;0;0;2;3;0
*deputado_DR_FREDERICO;3;1;1;1;0
*uf_DF;10;0;0;0;0
*deputado_BIBO_NUNES;9;1;3;2;0
*deputado_MEIRE_SERAFIM;0;1;0;1;0
*deputado_ALFREDO_GASPAR;3;5;2;1;0
*dec_text615;1;0;0;1;0
*deputado_ROBERTO_MONTEIRO_PAI;2;0;3;4;1
*uf_MT;7;4;9;1;0
*uf_MS;3;0;3;0;0
*deputado_OTONI_DE_PAULA;0;4;2;4;0
*dec_text245;0;0;2;0;0
*deputado_LUIZ_COUTO;0;1;3;1;0
*uf_MG;17;9;26;8;1
*deputado_AUREO_RIBEIRO;1;0;0;0;1
*deputado_ELI_BORGES;0;0;2;4;0
*uf_MA;7;3;5;1;0
*deputado_GENERAL_GIRÃO;5;0;2;0;0
