"Var1","Freq"
"bibo nunes no",1
"bibo nunes nós",1
"bibo nunes por",1
"bibo nunes tem",1
"bibo tem a",1
"bicho com o",1
"bilhão de reais",2
"bilhões acabou o",1
"bilhões com b",1
"bilhões das loterias",1
"bilhões de a",1
"bilhões de dólares",1
"bilhões de investimentos",1
"bilhões de reais",11
"bilhões e a",1
"bilhões e milhões",1
"bilhões em investimento",1
"bilhões para algo",1
"bilhões para nosso",1
"bilionário e agride",1
"billings e vejam",1
"biodiversidade deputado gilberto",1
"biodiversidade e para",1
"bisavô aqui nesta",1
"bispo e do",1
"blindagem da imunidade",1
"bloco e os",1
"bloco está liberado",1
"bloco libera para",1
"bloco mdb republicanos",1
"bloco o bloco",1
"bloco união brasil",1
"boa a imagem",1
"boa noite a",2
"boa noite boa",1
"boa parte da",1
"boa tarde a",3
"boa tarde ao",1
"boa tarde sr",1
"boa vontade e",1
"boas bandeiras da",1
"boas sementes de",1
"boas vindas a",1
"boas vindas também",1
"bohn gass do",1
"bohn gass parabéns",1
"bola quando estiver",1
"bolívia revogou a",1
"bolsonaro a relação",1
"bolsonaro chegou a",1
"bolsonaro de fazer",1
"bolsonaro do casal",1
"bolsonaro e do",1
"bolsonaro em que",1
"bolsonaro foi um",1
"bolsonaro já tinha",1
"bolsonaro não fez",1
"bolsonaro não implantou",1
"bolsonaro não precisa",1
"bolsonaro que foi",1
"bolsonaro que tentou",1
"bolsonaro vai a",2
"bom é bandido",4
"bom e generoso",1
"bom lembrar que",1
"bom para o",1
"bom para ter",1
"bom retornar aqui",1
"bom tem que",1
"bom trabalhador maior",1
"bom trabalho deputado",1
"bom trabalho um",1
"bombeiros polícia civil",1
"bonavides lá do",1
"bonita a frase",1
"bonita está ali",1
"bonito diante de",1
"bonito que eu",1
"bonito sobre liberdade",1
"bons atos pelos",1
"bons clientes que",1
"borges lá do",1
"botar na cadeia",1
"botar o dedinho",1
"botou a mão",1
"br além de",1
"br desde envergonham",1
"br e br",2
"br e da",1
"br e lá",1
"br e sabe",1
"br ela não",1
"br por isso",1
"br quanto na",1
"br um péssimo",1
"branca ao stf",1
"branco eu tive",1
"branco para que",1
"brasil a ser",1
"brasil assim como",1
"brasil assumiu o",1
"brasil até hoje",1
"brasil atinge recorde",1
"brasil bem como",1
"brasil com essa",1
"brasil com investimentos",1
"brasil com milhões",1
"brasil com muito",1
"brasil como todo",1
"brasil cresceu em",1
"brasil de alagoas",1
"brasil de bilhões",1
"brasil de diversas",1
"brasil depois do",1
"brasil destinado a",1
"brasil dizendo claramente",1
"brasil do jeito",1
"brasil do mato",1
"brasil e do",1
"brasil e é",1
"brasil e em",2
"brasil e gerando",1
"brasil e hoje",1
"brasil e iremos",1
"brasil e já",1
"brasil é muito",1
"brasil e nos",4
"brasil é o",2
"brasil e os",1
"brasil e para",2
"brasil e pelo",1
"brasil e que",2
"brasil e também",1
"brasil e todos",1
"brasil é um",1
"brasil e vou",1
"brasil empresa detentora",1
"brasil então todo",1
"brasil especialmente do",1
"brasil esperamos que",1
"brasil está à",1
"brasil está de",1
"brasil está passando",1
"brasil está sendo",1
"brasil este grande",1
"brasil foi construída",1
"brasil foi sugerido",1
"brasil haveria pena",1
"brasil hoje que",1
"brasil hoje um",1
"brasil importa da",1
"brasil importa do",1
"brasil inteiro e",1
"brasil inteiro em",1
"brasil inteiro mas",1
"brasil inteiro presidente",1
"brasil inteiro seja",1
"brasil já tem",1
"brasil juntamente com",1
"brasil levando atendimento",1
"brasil na área",2
"brasil na ccj",1
"brasil na verdade",1
"brasil não pode",2
"brasil nesta semana",1
"brasil neste momento",1
"brasil no rio",1
"brasil nós temos",1
"brasil nós vamos",1
"brasil o deputado",1
"brasil o pitanta",1
"brasil ocorrem acidentes",1
"brasil olha o",1
"brasil os sem",1
"brasil os servidores",1
"brasil para os",1
"brasil para que",2
"brasil para vacinar",1
"brasil parabéns e",1
"brasil participativo em",1
"brasil pois tivemos",1
"brasil por gentileza",1
"brasil poupa o",1
"brasil precisa para",1
"brasil precisa regulamentar",1
"brasil progressistas psb",1
"brasil que atuam",1
"brasil saiu hoje",1
"brasil são eles",1
"brasil são exportados",1
"brasil se não",1
"brasil se preocupa",1
"brasil se vamos",1
"brasil só acontece",1
"brasil só tem",1
"brasil sobre a",1
"brasil sr presidente",1
"brasil tem uma",1
"brasil teve na",1
"brasil todo espera",1
"brasil todo sempre",1
"brasil todos os",1
"brasil trata se",1
"brasil um governo",1
"brasil uma ação",1
"brasileira a defensoria",1
"brasileira a sociedade",1
"brasileira a verdade",1
"brasileira aqui estão",1
"brasileira e ao",1
"brasileira está em",2
"brasileira hoje com",1
"brasileira não é",1
"brasileira no agronegócio",1
"brasileira para todo",1
"brasileira principalmente para",1
"brasileira qualquer tipo",1
"brasileira que puxam",1
"brasileira que segue",1
"brasileira são os",1
"brasileiras e há",1
"brasileiras o programa",1
"brasileiro a responsabilidade",1
"brasileiro aqueles que",1
"brasileiro de alguma",1
"brasileiro deputado sidney",1
"brasileiro e a",1
"brasileiro e o",1
"brasileiro em particular",1
"brasileiro espera essa",1
"brasileiro está muito",1
"brasileiro eu só",1
"brasileiro haja vista",1
"brasileiro infelizmente isso",1
"brasileiro iniciamos nossos",1
"brasileiro não fizer",1
"brasileiro não poder",1
"brasileiro o presidente",1
"brasileiro para fazer",1
"brasileiro para os",1
"brasileiro peço que",1
"brasileiro pedir emendas",1
"brasileiro porque a",1
"brasileiro porque aprovamos",1
"brasileiro porque se",1
"brasileiro que começa",1
"brasileiro que entenda",1
"brasileiro quero fazer",1
"brasileiro seja respeitado",1
"brasileiro tem o",1
"brasileiro tem que",1
"brasileiros de milhões",1
"brasileiros e agora",1
"brasileiros e o",1
"brasileiros eu tive",1
"brasileiros foi uma",1
"brasileiros há mais",1
"brasileiros hoje a",1
"brasileiros que não",1
"brasileiros tenha uma",1
"brasília buscar recursos",1
"brasília muito obrigado",1
"brasília não dão",1
"brasília recrutando informantes",1
"brasília se instalando",1
"brasília tratando de",1
"brasilzão de deus",1
"brazão de que",1
"brazão e agora",1
"brazão e estarão",1
"brazão e eu",1
"brazão e o",2
"brazão e por",1
"brazão e também",1
"brazão essa decisão",1
"brazão eu queria",1
"brazão falaram que",1
"brazão foi decretada",1
"brazão foi o",1
"brazão mas esse",1
"brazão não é",1
"brazão não pode",3
"brazão o deputado",2
"brazão pode sair",1
"brazão por minutos",2
"brazão presidente este",1
"brazão preso essa",1
"brazão que com",1
"brazão que foi",1
"brazão que tudo",1
"brazão quero aqui",1
"brazão sair é",1
"brazão também o",1
"brazão tem todo",1
"brazão todos aqui",1
"brazão veja como",1
"breve esse projeto",1
"breve possível as",1
"breve vai ser",1
"breve vocês serão",1
"breves comunicações é",1
"briga fervorosa então",1
"brilhante presidente representando",1
"brilhou nesta casa",1
"brincando com o",1
"brt e causando",1
"brunno gozzi de",1
"bruno farias autor",1
"bruno farias das",1
"bruno reis receba",1
"brutal contra o",1
"brutal de uma",1
"brutalmente assassinada e",1
"busca ativa na",1
"busca de se",1
"busca de solução",1
"buscamos fazer com",1
"buscando atacar a",1
"buscar as soluções",1
"buscar recursos para",1
"buscarmos a conscientização",1
"cá mas amanhã",1
"cá saísse do",1
"cá também não",1
"cabe análise acerca",1
"cabe aos parlamentares",1
"cabeça de uma",1
"cáceres mato grosso",1
"cáceres na fronteira",1
"cáceres no mato",1
"cachorro e gato",1
"cada dia mais",2
"cada estado da",1
"cada líder que",1
"cada partido poder",1
"cada policial já",1
"cada que investem",1
"cada um de",1
"cada vez mais",5
"cadastradas pela regularização",1
"cadeia através de",1
"cadeia da logística",1
"cadeia é assim",1
"cadeia nesse caso",1
"cadeia nós temos",1
"cadeia o contador",1
"cadeia os grandes",1
"cadeia produtiva de",1
"cadeia produtiva do",1
"cadeia produtiva essa",1
"caí no vale",1
"caixa com tudo",1
"caixa conversando tanto",1
"caixa e o",1
"caixa econômica aqui",1
"caixa econômica enquanto",1
"caixa econômica federal",3
"caixa econômica não",1
"caixa econômica para",1
"caixa econômica pública",1
"caixa econômica quase",1
"caixa econômica que",1
"caixa econômica também",1
"caixa econômica tem",1
"caixa econômica tenha",1
"caixa econômica transferir",1
"caixa nós tenhamos",1
"caixa porque nós",1
"caixa que é",1
"cala ninguém fala",1
"calado e nós",1
"calado então se",1
"calando a imprensa",1
"calar e eu",1
"calar é verdade",1
"cálculo da prefeitura",1
"cálculos já realizados",1
"calero do rio",2
"calero e assim",1
"calero flávio nogueira",1
"calero o homem",1
"calero se organiza",1
"calero também do",1
"calero vamos ouvir",1
"calo aqui não",1
"calor enfrentando outros",1
"câmara de passo",1
"câmara de vereadores",1
"câmara denegar a",1
"câmara deveria mantê",1
"câmara do meu",1
"câmara dos deputados",18
"câmara e no",2
"câmara federal a",1
"câmara federal e",2
"câmara federal nos",1
"câmara federal para",1
"câmara federal porque",1
"câmara federal que",1
"câmara federal tem",1
"câmara federal um",1
"câmara hoje tem",1
"câmara municipal para",1
"câmara no a",1
"câmara no congresso",1
"câmara o congresso",1
"câmara seja julgado",1
"câmara vote respeitando",1
"camila como uma",1
"camila é a",1
"camila nunes filha",1
"caminha para o",1
"caminhada de feira",1
"caminhada justamente para",1
"caminhada pedindo justiça",1
"caminhando que ele",1
"caminhar nessa direção",1
"caminho para o",1
"caminhões ônibus e",1
"caminhonete carregando drogas",1
"caminhos então um",1
"camiseta de justiça",1
"campanha gaúcha e",1
"campesina todos os",1
"campo da oposição",1
"campo deputado pompeu",1
"campo do agrofamiliar",1
"campo e o",1
"campo não tem",1
"campo que as",1
"campo que lá",1
"campos é uma",1
"campos no microfone",1
"canais de comunicação",3
"canais desta casa",1
"candidato a prefeito",1
"candidato ele é",1
"candidatura e ele",1
"cantava jesus cristo",1
"cantos do nosso",1
"canudos a terra",1
"canziani que tem",1
"caos no serviço",1
"caos que se",1
"caótica e no",1
"capacidade de contribuir",1
"capacidade de decidir",1
"capacidade de ouvir",1
"capacidade de produzir",1
"capacidade do seu",1
"capacidade tem de",1
"capacitada para coibir",1
"capital privado ou",1
"capitanias hereditárias até",1
"capitão alden e",1
"capitão alden marcelo",1
"capitão alden o",2
"capitão alden peço",1
"capitão alden tem",1
"capivara como um",1
"capixaba nós temos",1
"captação e análise",1
"capturados e pelo",1
"cara aqui da",1
"cara é bom",1
"cara que é",1
"caramba o governo",1
"caras deputadas e",1
"caras esses caras",1
"caras foram liberados",1
"caras foram soltos",1
"carente que os",1
"carentes com falta",1
"cargo para tentar",1
"cargo que ocupam",1
"carinho a todos",1
"carinho de e",1
"carinho desse animal",1
"carinho e com",1
"carinho e dedicação",1
"carinho muito grande",1
"carinho nós estamos",1
"carinho por tudo",1
"carinho que o",1
"carinhoso para os",1
"carlos azeredo da",1
"carlos joel da",1
"carlos melles estão",1
"carlos melles foi",1
"carlos melles pela",1
"carlos melles que",1
"carlos seja bem",1
"carlos sinta se",1
"cármen lúcia pelo",1
"carnaval de salvador",1
"carne para o",1
"carneiro conosco aqui",1
"carneiro pelo carinho",1
"carneiro por gentileza",1
"carneiro por suas",1
"carneiro que se",1
"caro porque tem",1
"caroline de toni",1
"caros colegas desta",1
"caros colegas hoje",1
"carrão de santa",1
"carrão lá na",1
"carregando drogas também",1
"carreira e há",1
"carreira e não",1
"carreira mais desvalorizada",1
"carreira menos bem",1
"carros que circulam",1
"carta branca ao",1
"carteira de identidade",3
"carteira de parlamentar",1
"carteira de representação",1
"carteira que eu",1
"carvalho ele é",1
"carvão no rio",1
"casa a alegação",1
"casa a aprovação",1
"casa a casa",1
"casa a qual",1
"casa acaba de",1
"casa agora à",1
"casa agora no",1
"casa ainda tem",1
"casa alugada você",1
"casa ao contrário",1
"casa as escolas",1
"casa através do",1
"casa como deputado",1
"casa como o",1
"casa como se",2
"casa confortável sendo",1
"casa de duas",1
"casa de vocês",1
"casa do povo",7
"casa dos presentes",1
"casa é a",1
"casa e agora",1
"casa e no",1
"casa é o",1
"casa e pratique",1
"casa e que",1
"casa é quem",1
"casa e uma",1
"casa efetivamente se",1
"casa em favor",1
"casa em horas",1
"casa em respeito",1
"casa em tapera",1
"casa em todo",1
"casa então em",1
"casa especialmente no",1
"casa esse documento",1
"casa está sem",1
"casa este plenário",1
"casa eu volto",1
"casa foi ao",1
"casa hoje na",1
"casa hoje tem",1
"casa inclusive no",1
"casa irá libertar",1
"casa jorge freitas",1
"casa legislativa à",1
"casa legislativa pedir",1
"casa legislativa propostas",1
"casa muito nos",1
"casa muito obrigado",2
"casa na minha",1
"casa na presidência",1
"casa não é",1
"casa não pode",1
"casa no plenário",1
"casa nós estamos",2
"casa o código",1
"casa o comparecimento",1
"casa o deputado",1
"casa o pl",1
"casa o plenário",1
"casa o que",1
"casa ou seja",1
"casa para aqueles",1
"casa para de",1
"casa para discutir",1
"casa para fazer",1
"casa para liberar",1
"casa para pedir",1
"casa para que",1
"casa parabéns ao",1
"casa porque o",1
"casa precisa demonstrar",1
"casa prefeito bruno",1
"casa presidente pompeu",1
"casa que a",1
"casa que é",1
"casa que mantiveram",1
"casa que o",1
"casa que por",1
"casa que traga",1
"casa quer de",1
"casa quer passar",1
"casa sequer quero",1
"casa sintam se",1
"casa tem envolvimentos",1
"casa tem que",2
"casa tendo como",1
"casa terá mais",1
"casa todas as",1
"casa tramitando o",1
"casa trata se",1
"casa venho à",1
"casa verde amarela",1
"casado o que",1
"casados eu já",1
"casagrande junto com",1
"casal abençoador de",1
"casal bolsonaro de",1
"casal que foi",1
"casas do congresso",1
"casas para a",1
"casas para residência",1
"casas para todo",1
"casas rurais e",2
"caso absurdo ocorreu",1
"caso contrário esta",1
"caso da cidade",1
"caso das bets",1
"caso de ampla",1
"caso de assassinato",1
"caso desde a",1
"caso desse crime",1
"caso desse deputado",1
"caso do deputado",3
"caso em tela",2
"caso eu mesmo",1
"caso idêntico aconteceu",1
"caso marielle é",1
"caso mas neste",1
"caso os servidores",1
"caso qualquer e",1
"caso qualquer não",1
"caso que está",1
"caso que o",1
"caso queira pelo",1
"caso realmente seguirá",1
"caso simplesmente por",1
"caso tão cruel",1
"caso um parlamentar",1
"casos como o",1
"casos concretos dos",1
"casos concretos estiverem",1
"casos concretos tornado",1
"casos futuros a",1
"casos que já",1
"casos semelhantes àqueles",1
"cassá lo ele",1
"cassação da flordelis",1
"cassação deste deputado",1
"cassação deste parlamentar",1
"cassação mas hoje",1
"cassação nem processo",1
"cassado e punido",1
"cassino como aqui",1
"catarina acontecem acidentes",1
"catarina com a",1
"catarina é conhecida",1
"catarina é de",1
"catarina é o",1
"catarina eminente líder",1
"catarina falo da",1
"catarina mas imagino",1
"catarina para ouvirmos",1
"catarina postos da",1
"catarina tem a",1
"catarina uma das",1
"catarinense do povo",1
"catarinense muito obrigado",1
"catarinense presidente da",1
"catarinense que também",1
"catarinenses e brasileiros",1
"catástrofe teve morte",1
"categoria de servidores",2
"categoria muito importante",1
"categorias de enfermagem",1
"categorias mas todos",1
"categorias que têm",1
"categorias são essas",1
"cativeiro mesmo com",1
"causa da criação",1
"causados por veículos",1
"causando um transtorno",1
"causou a morte",1
"cautelar assegurada aos",1
"cautelar essa imunidade",1
"cautelar foi exaustivamente",1
"cautelar inclusive na",1
"cautelar nº de",3
"ccj deputada caroline",1
"ccj indicou o",1
"ccj não podemos",1
"ccj não tem",1
"ccj para que",1
"ccjc inciso i",1
"ccjc o deputado",1
"ccjc votou porque",1
"ceará com o",1
"ceará depois vamos",1
"ceará está me",1
"ceder me minuto",1
"ceee equatorial a",1
"ceee equatorial que",1
"célere dos executores",1
"cenário gaúcho está",1
"cenário presidente é",1
"censura deputado líder",1
"censura está se",1
"censura nós não",1
"censurados censurados e",1
"censurados e não",1
"censurados esse escândalo",1
"censurados hoje pode",1
"censurados hoje podem",1
"centenária tem que",1
"centenas de bilhões",1
"centenas de pessoas",1
"centrais no centro",1
"centro antigo da",1
"centro cívico que",1
"ceramista enfrentando o",1
"ceramistas químicos eletricitários",1
"cercadinho com a",1
"cercear a nossa",1
"cerrito piratini pelotas",1
"certa é vejam",1
"certamente haverá mais",1
"certamente vão lembrar",1
"certeza de que",1
"certeza esse povo",1
"certeza esses trabalhadores",1
"certeza isso vai",1
"certeza já estão",1
"certeza nós vamos",1
"certeza precisa revisar",1
"certeza que aqui",1
"certeza que são",1
"certeza que tem",1
"certeza será um",1
"certeza trazem para",1
"certo e começam",1
"certo já já",1
"certo vão dar",1
"certos políticos da",1
"certos requisitos a",1
"céu não haveria",1
"cf seria absoluta",1
"chacoalhar a nossa",1
"chama a atenção",1
"chamá lo nós",1
"chama me chama",1
"chamada custeio a",1
"chamada custeio esses",1
"chamada deputada flordelis",1
"chamada via bahia",1
"chamado abril azul",1
"chamado alexandre de",1
"chamado casa verde",1
"chamado serra do",1
"chamado tea um",1
"chamamos de negacionismo",1
"chamando mais vamos",1
"chamando um da",1
"chamar a atenção",3
"chamar aqui ao",1
"chamar atenção para",1
"chamar de fisiológico",1
"chamar de querido",1
"chamar dois deputados",1
"chamar o deputado",2
"chamar o próximo",1
"chamaremos o deputado",1
"chamarmos de nossa",1
"chamo agora a",1
"chamo agora para",2
"chão do nosso",1
"chateado com a",1
"chefe da polícia",2
"chefe de polícia",1
"chefia o núcleo",1
"chefiou a polícia",1
"chega a bilhões",1
"chega de tombar",1
"chega se muito",1
"chegada a este",1
"chegado no final",1
"chegado o momento",1
"chegam a é",1
"chegamos à bahia",1
"chegamos ao piauí",1
"chegamos no rio_grande_do_sul",1
"chegando à morte",1
"chegando na lagoa",1
"chegar à bahia",1
"chegar ao destino",1
"chegar até bilhões",1
"chegar principalmente a",1
"chegará para cada",1
"chegaram do nada",1
"chegou a dar",1
"chegou a em",1
"chegou ao nosso",1
"chegou ao rio",1
"chegue a todos",1
"cheque em branco",1
"chico alencar do",1
"chico alencar que",1
"chico alencar um",1
"chico alencar vai",1
"chico e depois",1
"chico nós não",1
"chico que quem",1
"chico que todas",1
"chiquinho brazão e",5
"chiquinho brazão essa",1
"chiquinho brazão foi",2
"chiquinho brazão não",1
"chiquinho brazão o",1
"chiquinho brazão por",2
"chiquinho brazão presidente",1
"chiquinho brazão preso",1
"chiquinho brazão que",3
"chiquinho brazão quero",1
"chiquinho brazão também",1
"chiquinho brazão tem",1
"chiquinho brazão veja",1
"chiquinho e rivaldo",1
"choque com o",1
"chororô lá não",1
"chrisóstomo de rondônia",1
"chrisóstomo que tem",1
"chuva até o",1
"chuva não estão",1
"chuvas apesar de",1
"chuvas é a",1
"chuvas em geral",1
"chuvas fortes no",1
"cidadania à comunicação",2
"cidadania à época",1
"cidadania debruçou se",1
"cidadania desta casa",1
"cidadania o deputado",1
"cidadania pelo resgate",1
"cidadania tendo inclusive",1
"cidadão de bem",1
"cidadão do exterior",1
"cidadão do menos",1
"cidadão para a",1
"cidadão será taxado",1
"cidadãos de jaboatão",1
"cidade a garantia",1
"cidade a qual",1
"cidade alagada ruas",1
"cidade capixaba nós",1
"cidade de anápolis",1
"cidade de autazes",4
"cidade de cáceres",2
"cidade de fátima",1
"cidade de feira",1
"cidade de heliópolis",1
"cidade de jaboatão",2
"cidade de jeremoabo",1
"cidade de linhares",3
"cidade de manaus",1
"cidade de natal",1
"cidade de porto",1
"cidade de salvador",1
"cidade de são",3
"cidade do estado",1
"cidade do mundo",1
"cidade do norte",1
"cidade do rio",5
"cidade do salvador",1
"cidade e nós",1
"cidade em paz",1
"cidade em população",1
"cidade feira de",1
"cidade levanta um",1
"cidade mesmo convocado",1
"cidade não sei",1
"cidade no rio_grande_do_sul",1
"cidade o pastor",1
"cidade onde eu",1
"cidade para anunciar",1
"cidade para chamarmos",1
"cidade principalmente para",1
"cidade que foram",1
"cidade que junto",1
"cidade que nós",1
"cidade que passa",1
"cidade também faleceu",1
"cidade tão grandiosa",1
"cidade tenham opção",1
"cidade vai beneficiar",1
"cidades como a",1
"cidades da minha",1
"cidades de jaguaquara",1
"cidades do brasil",2
"cidades e o",1
"cidades pelas entidades",1
"cidades que têm",1
"cinco mandatos não",1
"cinco ministros do",1
"cinco projetos nesta",1
"cinco salários mínimos",2
"cinco seis mandatos",1
"circuito fechado que",1
"circulam na cidade",1
"circundam o homicídio",1
"cita o nome",1
"citado em delação",1
"citados aqui eu",1
"citar sr presidente",1
"citar todos aqui",1
"citar todos os",1
"cito a decisão",1
"cívico que organiza",1
"civil do rio",1
"civil e penalmente",2
"civil filipe machado",1
"civil foram presos",1
"civil isso é",1
"civil o brasil",1
"civil polícia militar",1
"civil quem botar",1
"civil um ex",1
"clamor de todos",1
"clara nenhum deputado",1
"clara no seu",1
"clara quando em",1
"clara que a",1
"clara que não",1
"clara que nós",1
"claramente configurado o",1
"claramente que imunidade",1
"claramente que o",1
"clarissa daqui a",2
"clarissa tércio depois",1
"clarissa tércio lá",1
"clarissa tércio que",1
"claro aos brasileiros",1
"claro aqui que",1
"claro as decisões",1
"claro envolvimento de",1
"claro não existe",1
"claro no art",1
"claro que não",1
"claro que quem",2
"claro sobre o",1
"claro também do",1
"claro uma votação",1
"claros e profundos",1
"cláudio lula filho",1
"cleber com todo",1
"cleber costa tem",1
"cleber lopes advogado",3
"cleber verde agora",1
"cleber verde atendendo",1
"cleber verde por",1
"clientes que sustentam",1
"clima afetam desproporcionalmente",1
"clima que se",1
"climáticas no nosso",1
"clodoaldo porto filho",1
"cmp mtd todos",1
"cms não faz",1
"cnj aponta expansão",1
"cobalchini a solicitação",1
"cobalchini de santa",1
"cobalchini está presente",1
"cobalchini permita me",1
"cobertura de milhões",1
"cobertura vacinal em",1
"cobertura vacinal no",1
"cobertura vacinal passamos",1
"cobra uma jaguatirica",1
"cobrados a todo",1
"cobram pedágio e",1
"cobram uma solução",1
"cobrança ao meu",1
"cobrança são paulo",1
"cobrar a responsabilidade",1
"cobrar do presidente",1
"cobrar é ajudar",1
"cobrar uma mesa",1
"cobrasse e isso",1
"cobrou aqui do",1
"cocaína e simplesmente",1
"cocorobó transbordasse o",1
"código de fauna",1
"código de processo",2
"coelho e psirico",1
"coerência de sempre",1
"coerência é essa",1
"coerência nós sabemos",1
"coerente não é",1
"cofen coren quero",1
"coffito conselho federal",1
"coibir toda a",1
"coisa a não",1
"coisa ao longo",1
"coisa aqui no",1
"coisa bonita está",1
"coisa é certa",1
"coisa é cometer",1
"coisa é ter",1
"coisa lícita uma",1
"coisa maravilhosa todos",1
"coisa para o",1
"coisa que eu",1
"coisas estão indo",1
"colar ele não",1
"colega da mesa",1
"colega sabe o",1
"colega ser preso",1
"colega zucco fico",1
"colegas deputadas e",1
"colegas deputados a",1
"colegas deputados e",3
"colegas desta casa",1
"colegas enfermeiros técnicos",1
"colegas hoje eu",1
"colegas inscritos mas",1
"colegas muita atenção",1
"colegas o deputado",1
"colegas parlamentares desta",1
"colegas parlamentares do",1
"colegas parlamentares eu",1
"colegas parlamentares há",1
"colegas parlamentares que",1
"colegas parlamentares sejam",1
"colegas que assinem",1
"colegas que estão",1
"colegiado e segundo",1
"coletividade e buscar",1
"coletivos e não",1
"colher ela é",1
"colhidos até hoje",1
"collares e nós",1
"coloca justamente a",1
"coloca o orçamento",1
"colocada na esteira",1
"colocada no devido",2
"colocado em comparação",1
"colocado esse tipo",1
"colocado pela deputada",1
"colocados aqui para",2
"colocados hoje para",1
"colocados na posição",1
"colocados neste parlamento",1
"colocando se numa",1
"colocar a minha",1
"colocar a nossa",1
"colocar em pé",1
"colocar na cadeia",1
"colocar no rio_grande_do_sul",1
"colocar o bandido",1
"colocar questões que",1
"colocar se à",1
"colonial é preciso",1
"coloque o meu",1
"coloquem a mão",1
"coloquem policiais para",1
"com a absolvição",1
"com a agricultura",1
"com a agropecuária",1
"com a aprovação",1
"com a bandidagem",1
"com a bolívia",1
"com a caixa",2
"com a consciência",2
"com a constituição",1
"com a criação",1
"com a delicadeza",1
"com a deputada",4
"com a descoberta",1
"com a dona",1
"com a equipe",1
"com a ex",1
"com a fuga",1
"com a imprensa",2
"com a justiça",1
"com a legislação",1
"com a lei",1
"com a maestria",1
"com a mesma",1
"com a minha",1
"com a ministra",1
"com a moradia",1
"com a necessidade",1
"com a nossa",2
"com a obra",1
"com a operação",1
"com a palavra",1
"com a polícia",2
"com a política",2
"com a possibilidade",1
"com a preciosidade",1
"com a presença",1
"com a pressão",1
"com a prisão",1
"com a qual",2
"com a resolução",1
"com a ressalva",1
"com a seriedade",1
"com a sua",2
"com a suspensão",1
"com a zona",3
"com agentes nocivos",1
"com algo que",1
"com amplo direito",1
"com aquilo odiei",1
"com aquilo que",1
"com artigos draconianos",1
"com as ações",1
"com as atividades",1
"com as bandeiras",1
"com as barricadas",1
"com as boas",1
"com as chuvas",1
"com as crianças",1
"com as entidades",1
"com as loterias",1
"com as milícias",1
"com as notas",1
"com as polícias",1
"com atenção com",1
"com b de",1
"com bombeiros polícia",1
"com cada vez",1
"com carinho desse",1
"com certeza esse",1
"com certeza esses",1
"com certeza já",1
"com certeza nós",1
"com certeza precisa",1
"com certeza será",1
"com certeza trazem",1
"com competência nós",1
"com convicção e",1
"com curso próprio",1
"com dados extraídos",1
"com das intenções",1
"com data horário",1
"com deficiência e",1
"com deficiência especialmente",1
"com deficiência para",1
"com deficiência permanente",1
"com descontos que",1
"com diversas escolas",1
"com droga é",1
"com droga não",1
"com droga tem",1
"com drogas não",1
"com duas modalidades",1
"com élcio queiroz",1
"com ele está",1
"com eles uma",1
"com em pelo",1
"com emendas com",1
"com essa extração",1
"com essa obra",1
"com essas desculpas",1
"com esse descaso",1
"com esse discurso",1
"com esse fortalecimento",1
"com esse lançamento",1
"com esse nível",1
"com este defensor",1
"com exceção daquele",1
"com exceção de",1
"com exceção do",1
"com falta de",1
"com flores se",1
"com grande alegria",1
"com grandes mandatos",1
"com integrantes da",1
"com inteligência desmantelará",1
"com inúmeras situações",1
"com investimentos de",1
"com isso o",1
"com isso perderia",1
"com lavagem de",1
"com maior déficit",1
"com mais acidentes",1
"com mais de",1
"com mais igualdade",2
"com mais inclusão",1
"com mais tranquilidade",1
"com mandato popular",1
"com mandatos não",1
"com marielle essa",1
"com medo medo",1
"com menos preconceito",1
"com mercadores mentirosos",1
"com mil famílias",1
"com mil unidades",1
"com milhões de",1
"com milícia ele",1
"com moradia principalmente",1
"com muita alegria",3
"com muita convicção",1
"com muita deferência",1
"com muita dor",1
"com muita gente",1
"com muita honra",1
"com muita razão",1
"com muita sensibilidade",1
"com muito carinho",1
"com muito cuidado",1
"com muito trabalho",1
"com nossa feira",1
"com o art",1
"com o brasil",1
"com o chefe",1
"com o clima",1
"com o compromisso",1
"com o coração",1
"com o crime",2
"com o daniel",1
"com o deputado",14
"com o descaso",1
"com o elon",1
"com o então",1
"com o envolvimento",1
"com o equilíbrio",1
"com o espectro",1
"com o excesso",1
"com o governador",1
"com o governo",1
"com o início",1
"com o jogo",1
"com o mandato",1
"com o mesmo",1
"com o ministro",2
"com o nosso",3
"com o ordenamento",1
"com o parecer",1
"com o parlamento",2
"com o pcc",2
"com o povo",1
"com o programa",1
"com o projeto",1
"com o que",1
"com o rural",1
"com o secretário",2
"com o sistema",1
"com o sufocamento",1
"com o sul",1
"com o tamanho",1
"com o tempo",1
"com o título",1
"com o turismo",1
"com o vice",1
"com o voto",1
"com os colegas",1
"com os criminosos",1
"com os eleitores",1
"com os familiares",1
"com os fisioterapeutas",1
"com os líderes",1
"com os movimentos",3
"com os olhos",1
"com os subterrâneos",1
"com os termos",1
"com outra grande",1
"com outras espécies",1
"com outros casos",1
"com participação popular",1
"com postos de",1
"com problemas mentais",2
"com profundidade e",1
"com projetos em",1
"com que a",1
"com que as",2
"com que caminhões",1
"com que nós",2
"com que o",3
"com que prevaleça",1
"com que respeitem",1
"com quilos de",1
"com recursos com",1
"com redução da",1
"com relação a",1
"com respeito à",1
